timestamp_iso,elapsed_s,node,source,far_threshold_cm,near_threshold_cm,far_cm,far_occupied,near_cm,near_occupied,queue,local_queue,remote_queue,incoming_count,passed_count,remote_source,remote_stale,green_side,phase,emergency,priority_side,lights_a,lights_b,tx_backend,payload,rssi_dbm,snr_db,truth_any_vehicle,truth_far,truth_near,truth_note,event_label,raw_line
2026-05-19 18:02:09,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Log mode set to SUMMARY
2026-05-19 18:02:10,1,B,LORA_STALE,100,100,999,0,208,0,,0,0,,,LORA_STALE,ON,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=208.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_STALE | stale=ON | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:16,7.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-90,-3.4,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:17,8,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:17,8.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-89,-3.7,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:18,9,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:18,9.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-110,2.3,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:19,10,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:19,10.5,A,LORA_RADIO,100,100,214.8,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-103,-1.2,0,0,0,A road empty at start,true_negative,A STATUS | far=214.8cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:20,11,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:20,11.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-93,9,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:21,12,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:21,12.5,A,LORA_RADIO,100,100,266.5,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-93,5,0,0,0,A road empty at start,true_negative,A STATUS | far=266.5cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:22,13,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:22,13.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-97,1.7,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:23,14,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:23,14.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-98,-1.6,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:24,15,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:24,15.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-97,-0.5,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:25,16,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:25,16.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-90,-3,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:26,17,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:26,17.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-108,-3.8,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:27,18,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:27,18.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-107,-3.8,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:28,19,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:28,19.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-101,2.8,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:29,20,B,LORA_RADIO,100,100,999,0,999,0,,0,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,0,0,0,"road empty, settling",true_negative,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:29,20.5,A,LORA_RADIO,100,100,999,0,999,0,0,0,0,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=0,-109,9.4,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:30,21,B,LORA_RADIO,100,100,77.4,1,999,0,,1,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=77.4cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=1 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:30,21.5,A,LORA_RADIO,100,100,999,0,999,0,1,0,1,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=1,-111,3.3,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=1 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:31,22,B,LORA_RADIO,100,100,93.3,1,999,0,,2,0,,,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=93.3cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=2 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:31,22.5,A,LORA_RADIO,100,100,999,0,999,0,2,0,2,0,0,LORA_RADIO,OFF,A,GREEN,OFF,A,GREEN,RED,LORA,Q=0;RQ=2,-101,2,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=2 | source=LORA_RADIO | stale=OFF | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
2026-05-19 18:02:32,23,B,LORA_RADIO,100,100,59,1,999,0,,3,0,,,LORA_RADIO,OFF,A,YELLOW,OFF,A,YELLOW,RED,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=59.0cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=3 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=YELLOW | emergency=OFF | priority=A | lights=A:YELLOW B:RED
2026-05-19 18:02:32,23.5,A,LORA_RADIO,100,100,999,0,999,0,3,0,3,0,0,LORA_RADIO,OFF,A,YELLOW,OFF,A,YELLOW,RED,LORA,Q=0;RQ=3,-114,2.2,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=3 | source=LORA_RADIO | stale=OFF | green=A | phase=YELLOW | emergency=OFF | priority=A | lights=A:YELLOW B:RED
2026-05-19 18:02:33,24,B,LORA_RADIO,100,100,80.9,1,999,0,,4,0,,,LORA_RADIO,OFF,A,YELLOW,OFF,A,YELLOW,RED,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=80.9cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=4 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=YELLOW | emergency=OFF | priority=A | lights=A:YELLOW B:RED
2026-05-19 18:02:33,24.5,A,LORA_RADIO,100,100,261.1,0,999,0,4,0,4,0,0,LORA_RADIO,OFF,A,YELLOW,OFF,A,YELLOW,RED,LORA,Q=0;RQ=4,-88,1.9,0,0,0,A road empty at start,true_negative,A STATUS | far=261.1cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=4 | source=LORA_RADIO | stale=OFF | green=A | phase=YELLOW | emergency=OFF | priority=A | lights=A:YELLOW B:RED
2026-05-19 18:02:34,25,B,LORA_RADIO,100,100,88,1,999,0,,5,0,,,LORA_RADIO,OFF,A,YELLOW,OFF,A,YELLOW,RED,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=88.0cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=5 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=A | phase=YELLOW | emergency=OFF | priority=A | lights=A:YELLOW B:RED
2026-05-19 18:02:34,25.5,A,LORA_RADIO,100,100,999,0,999,0,5,0,5,0,0,LORA_RADIO,OFF,A,YELLOW,OFF,A,YELLOW,RED,LORA,Q=0;RQ=5,-116,2.9,0,0,0,A road empty at start,true_negative,A STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=5 | source=LORA_RADIO | stale=OFF | green=A | phase=YELLOW | emergency=OFF | priority=A | lights=A:YELLOW B:RED
2026-05-19 18:02:35,26,B,LORA_RADIO,100,100,62.6,1,999,0,,6,0,,,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=62.6cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=6 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:35,26.5,A,LORA_RADIO,100,100,85.4,1,999,0,7,1,6,1,0,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,LORA,Q=1;RQ=6,-101,5.4,1,1,0,A: single car distant,true_positive,A STATUS | far=85.4cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=1 | remoteQ=6 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:36,27,B,LORA_RADIO,100,100,88,1,999,0,,6,0,,,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=88.0cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=6 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:36,27.5,A,LORA_RADIO,100,100,65.5,1,999,0,8,2,6,1,0,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,LORA,Q=2;RQ=6,-103,-3.6,1,1,0,A: single car distant,true_positive,A STATUS | far=65.5cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=2 | remoteQ=6 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:37,28,B,LORA_RADIO,100,100,59.8,1,999,0,,5,0,,,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=59.8cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=5 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:37,28.5,A,LORA_RADIO,100,100,78.8,1,999,0,8,3,5,1,0,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,LORA,Q=3;RQ=5,-88,1.7,1,1,0,A: single car distant,true_positive,A STATUS | far=78.8cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=3 | remoteQ=5 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:38,29,B,LORA_RADIO,100,100,74.9,1,999,0,,5,0,,,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,,,,,1,1,0,single car approaches far sensor,true_positive,B STATUS | far=74.9cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=5 | remoteQ=0 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
2026-05-19 18:02:38,29.5,A,LORA_RADIO,100,100,82.8,1,999,0,9,4,5,1,0,LORA_RADIO,OFF,B,GREEN,OFF,B,RED,GREEN,LORA,Q=4;RQ=5,-111,6,1,1,0,A: single car distant,true_positive,A STATUS | far=82.8cm/OCC | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=4 | remoteQ=5 | source=LORA_RADIO | stale=OFF | green=B | phase=GREEN | emergency=OFF | priority=B | lights=A:RED B:GREEN
